"population","demographic_group","indicator","survey_year","value","indicator_type"
children,Northern girls,Asthma (using treatment),2011,10.5,Prevalence
children,Midland girls,Asthma (using treatment),2011,14.0,Prevalence
children,Central girls,Asthma (using treatment),2011,13.9,Prevalence
children,South Island girls,Asthma (using treatment),2011,10.2,Prevalence
children,Total Non-disabled,Asthma (using treatment),2011,0.0,Prevalence
children,Total Disabled,Asthma (using treatment),2011,0.0,Prevalence
children,Non-disabled boys,Asthma (using treatment),2011,0.0,Prevalence
children,Disabled boys,Asthma (using treatment),2011,0.0,Prevalence
children,Non-disabled girls,Asthma (using treatment),2011,0.0,Prevalence
children,Disabled girls,Asthma (using treatment),2011,0.0,Prevalence
children,Total,Eczema (using treatment),2011,17.2,Prevalence
children,Boys,Eczema (using treatment),2011,15.7,Prevalence
children,Girls,Eczema (using treatment),2011,18.8,Prevalence
children,"0-4",Eczema (using treatment),2011,21.0,Prevalence
children,"5-9",Eczema (using treatment),2011,18.9,Prevalence
children,"10-14",Eczema (using treatment),2011,11.6,Prevalence
children,Total Māori,Eczema (using treatment),2011,21.5,Prevalence
children,Total Pacific,Eczema (using treatment),2011,23.0,Prevalence
children,Total Asian,Eczema (using treatment),2011,16.0,Prevalence
children,Total European/Other,Eczema (using treatment),2011,15.6,Prevalence
children,Total Northern,Eczema (using treatment),2011,18.0,Prevalence
children,Total Midland,Eczema (using treatment),2011,16.8,Prevalence
children,Total Central,Eczema (using treatment),2011,17.8,Prevalence
children,Total South Island,Eczema (using treatment),2011,15.6,Prevalence
children,Māori boys,Eczema (using treatment),2011,20.2,Prevalence
children,Māori girls,Eczema (using treatment),2011,23.0,Prevalence
children,Pacific boys,Eczema (using treatment),2011,17.2,Prevalence
children,Pacific girls,Eczema (using treatment),2011,29.1,Prevalence
children,Asian boys,Eczema (using treatment),2011,14.7,Prevalence
children,Asian girls,Eczema (using treatment),2011,17.6,Prevalence
children,European/Other boys,Eczema (using treatment),2011,14.4,Prevalence
children,European/Other girls,Eczema (using treatment),2011,16.8,Prevalence
children,Northern boys,Eczema (using treatment),2011,16.2,Prevalence
children,Midland boys,Eczema (using treatment),2011,14.6,Prevalence
children,Central boys,Eczema (using treatment),2011,17.3,Prevalence
children,South Island boys,Eczema (using treatment),2011,14.3,Prevalence
children,Northern girls,Eczema (using treatment),2011,20.2,Prevalence
children,Midland girls,Eczema (using treatment),2011,19.0,Prevalence
children,Central girls,Eczema (using treatment),2011,18.3,Prevalence
children,South Island girls,Eczema (using treatment),2011,16.7,Prevalence
children,Total Non-disabled,Eczema (using treatment),2011,0.0,Prevalence
children,Total Disabled,Eczema (using treatment),2011,0.0,Prevalence
children,Non-disabled boys,Eczema (using treatment),2011,0.0,Prevalence
children,Disabled boys,Eczema (using treatment),2011,0.0,Prevalence
children,Non-disabled girls,Eczema (using treatment),2011,0.0,Prevalence
children,Disabled girls,Eczema (using treatment),2011,0.0,Prevalence
children,Total,Emotional support for parenting,2011,0.0,Other
children,Boys,Emotional support for parenting,2011,0.0,Other
children,Girls,Emotional support for parenting,2011,0.0,Other
children,"0-4",Emotional support for parenting,2011,0.0,Other
children,"5-9",Emotional support for parenting,2011,0.0,Other
children,"10-14",Emotional support for parenting,2011,0.0,Other
children,Total Māori,Emotional support for parenting,2011,0.0,Other
children,Total Pacific,Emotional support for parenting,2011,0.0,Other
children,Total Asian,Emotional support for parenting,2011,0.0,Other
children,Total European/Other,Emotional support for parenting,2011,0.0,Other
children,Total Northern,Emotional support for parenting,2011,0.0,Other
children,Total Midland,Emotional support for parenting,2011,0.0,Other
children,Total Central,Emotional support for parenting,2011,0.0,Other
children,Total South Island,Emotional support for parenting,2011,0.0,Other
children,Māori boys,Emotional support for parenting,2011,0.0,Other
children,Māori girls,Emotional support for parenting,2011,0.0,Other
children,Pacific boys,Emotional support for parenting,2011,0.0,Other
children,Pacific girls,Emotional support for parenting,2011,0.0,Other
children,Asian boys,Emotional support for parenting,2011,0.0,Other
children,Asian girls,Emotional support for parenting,2011,0.0,Other
children,European/Other boys,Emotional support for parenting,2011,0.0,Other
children,European/Other girls,Emotional support for parenting,2011,0.0,Other
children,Northern boys,Emotional support for parenting,2011,0.0,Other
children,Midland boys,Emotional support for parenting,2011,0.0,Other
children,Central boys,Emotional support for parenting,2011,0.0,Other
children,South Island boys,Emotional support for parenting,2011,0.0,Other
children,Northern girls,Emotional support for parenting,2011,0.0,Other
children,Midland girls,Emotional support for parenting,2011,0.0,Other
children,Central girls,Emotional support for parenting,2011,0.0,Other
children,South Island girls,Emotional support for parenting,2011,0.0,Other
children,Total Non-disabled,Emotional support for parenting,2011,0.0,Other
children,Total Disabled,Emotional support for parenting,2011,0.0,Other
children,Non-disabled boys,Emotional support for parenting,2011,0.0,Other
children,Disabled boys,Emotional support for parenting,2011,0.0,Other
children,Non-disabled girls,Emotional support for parenting,2011,0.0,Other
children,Disabled girls,Emotional support for parenting,2011,0.0,Other
children,Total,Coping with parenting - well or very well,2011,0.0,Other
children,Boys,Coping with parenting - well or very well,2011,0.0,Other
children,Girls,Coping with parenting - well or very well,2011,0.0,Other
children,"0-4",Coping with parenting - well or very well,2011,0.0,Other
children,"5-9",Coping with parenting - well or very well,2011,0.0,Other
children,"10-14",Coping with parenting - well or very well,2011,0.0,Other
children,Total Māori,Coping with parenting - well or very well,2011,0.0,Other
children,Total Pacific,Coping with parenting - well or very well,2011,0.0,Other
children,Total Asian,Coping with parenting - well or very well,2011,0.0,Other
children,Total European/Other,Coping with parenting - well or very well,2011,0.0,Other
children,Total Northern,Coping with parenting - well or very well,2011,0.0,Other
children,Total Midland,Coping with parenting - well or very well,2011,0.0,Other
children,Total Central,Coping with parenting - well or very well,2011,0.0,Other
children,Total South Island,Coping with parenting - well or very well,2011,0.0,Other
children,Māori boys,Coping with parenting - well or very well,2011,0.0,Other
children,Māori girls,Coping with parenting - well or very well,2011,0.0,Other
children,Pacific boys,Coping with parenting - well or very well,2011,0.0,Other
children,Pacific girls,Coping with parenting - well or very well,2011,0.0,Other
children,Asian boys,Coping with parenting - well or very well,2011,0.0,Other
children,Asian girls,Coping with parenting - well or very well,2011,0.0,Other
children,European/Other boys,Coping with parenting - well or very well,2011,0.0,Other
children,European/Other girls,Coping with parenting - well or very well,2011,0.0,Other
children,Northern boys,Coping with parenting - well or very well,2011,0.0,Other
children,Midland boys,Coping with parenting - well or very well,2011,0.0,Other
children,Central boys,Coping with parenting - well or very well,2011,0.0,Other
children,South Island boys,Coping with parenting - well or very well,2011,0.0,Other
children,Northern girls,Coping with parenting - well or very well,2011,0.0,Other
children,Midland girls,Coping with parenting - well or very well,2011,0.0,Other
children,Central girls,Coping with parenting - well or very well,2011,0.0,Other
children,South Island girls,Coping with parenting - well or very well,2011,0.0,Other
children,Total Non-disabled,Coping with parenting - well or very well,2011,0.0,Other
children,Total Disabled,Coping with parenting - well or very well,2011,0.0,Other
children,Non-disabled boys,Coping with parenting - well or very well,2011,0.0,Other
children,Disabled boys,Coping with parenting - well or very well,2011,0.0,Other
children,Non-disabled girls,Coping with parenting - well or very well,2011,0.0,Other
children,Disabled girls,Coping with parenting - well or very well,2011,0.0,Other
children,Total,Coping with parenting - somewhat well,2011,0.0,Other
children,Boys,Coping with parenting - somewhat well,2011,0.0,Other
children,Girls,Coping with parenting - somewhat well,2011,0.0,Other
children,"0-4",Coping with parenting - somewhat well,2011,0.0,Other
children,"5-9",Coping with parenting - somewhat well,2011,0.0,Other
children,"10-14",Coping with parenting - somewhat well,2011,0.0,Other
children,Total Māori,Coping with parenting - somewhat well,2011,0.0,Other
children,Total Pacific,Coping with parenting - somewhat well,2011,0.0,Other
children,Total Asian,Coping with parenting - somewhat well,2011,0.0,Other
children,Total European/Other,Coping with parenting - somewhat well,2011,0.0,Other
children,Total Northern,Coping with parenting - somewhat well,2011,0.0,Other
children,Total Midland,Coping with parenting - somewhat well,2011,0.0,Other
children,Total Central,Coping with parenting - somewhat well,2011,0.0,Other
children,Total South Island,Coping with parenting - somewhat well,2011,0.0,Other
children,Māori boys,Coping with parenting - somewhat well,2011,0.0,Other
children,Māori girls,Coping with parenting - somewhat well,2011,0.0,Other
children,Pacific boys,Coping with parenting - somewhat well,2011,0.0,Other
children,Pacific girls,Coping with parenting - somewhat well,2011,0.0,Other
children,Asian boys,Coping with parenting - somewhat well,2011,0.0,Other
children,Asian girls,Coping with parenting - somewhat well,2011,0.0,Other
children,European/Other boys,Coping with parenting - somewhat well,2011,0.0,Other
children,European/Other girls,Coping with parenting - somewhat well,2011,0.0,Other
children,Northern boys,Coping with parenting - somewhat well,2011,0.0,Other
children,Midland boys,Coping with parenting - somewhat well,2011,0.0,Other
children,Central boys,Coping with parenting - somewhat well,2011,0.0,Other
children,South Island boys,Coping with parenting - somewhat well,2011,0.0,Other
children,Northern girls,Coping with parenting - somewhat well,2011,0.0,Other
children,Midland girls,Coping with parenting - somewhat well,2011,0.0,Other
children,Central girls,Coping with parenting - somewhat well,2011,0.0,Other
children,South Island girls,Coping with parenting - somewhat well,2011,0.0,Other
children,Total Non-disabled,Coping with parenting - somewhat well,2011,0.0,Other
children,Total Disabled,Coping with parenting - somewhat well,2011,0.0,Other
children,Non-disabled boys,Coping with parenting - somewhat well,2011,0.0,Other
children,Disabled boys,Coping with parenting - somewhat well,2011,0.0,Other
children,Non-disabled girls,Coping with parenting - somewhat well,2011,0.0,Other
children,Disabled girls,Coping with parenting - somewhat well,2011,0.0,Other
children,Total,Coping with parenting - not very well or not very well at all,2011,0.0,Other
children,Boys,Coping with parenting - not very well or not very well at all,2011,0.0,Other
children,Girls,Coping with parenting - not very well or not very well at all,2011,0.0,Other
children,"0-4",Coping with parenting - not very well or not very well at all,2011,0.0,Other
children,"5-9",Coping with parenting - not very well or not very well at all,2011,0.0,Other
children,"10-14",Coping with parenting - not very well or not very well at all,2011,0.0,Other
children,Total Māori,Coping with parenting - not very well or not very well at all,2011,0.0,Other
children,Total Pacific,Coping with parenting - not very well or not very well at all,2011,0.0,Other
children,Total Asian,Coping with parenting - not very well or not very well at all,2011,0.0,Other
children,Total European/Other,Coping with parenting - not very well or not very well at all,2011,0.0,Other
children,Total Northern,Coping with parenting - not very well or not very well at all,2011,0.0,Other
children,Total Midland,Coping with parenting - not very well or not very well at all,2011,0.0,Other
